show,name,year_introduced,year_finished,span,number_episodes,total_episodes,dead,month_last_ep,is_male,,,,
24,Richard Heller,2005,2005,1,6,195,FALSE,5,TRUE,,,,
24,Mandy,2001,2005,5,7,195,FALSE,5,FALSE,,,,
90210,Ian,2010,2011,2,9,114,FALSE,2,TRUE,,,,
90210,Gia Mannetti,2009,2010,2,10,114,FALSE,4,FALSE,,,,
90210,Marco Salazar,2011,2011,1,5,114,FALSE,5,TRUE,,,,
90210,Teddy Montgomery,2009,2013,5,58,114,FALSE,5,TRUE,,,,
90210,Adrianna Tate-Duncan,2008,2013,6,114,114,FALSE,5,FALSE,,,,
90210,Shane,2011,2012,2,6,114,FALSE,12,TRUE,,,,
$h*! My Dad Says,Tim,2010,2011,2,6,18,FALSE,2,TRUE,,,,
100 Centre Street,"Attallah ""Queenie"" Sims",2001,2002,2,11,33,FALSE,2,FALSE,,,,
1600 Penn,Marigold Gilchrist,2012,2013,2,13,13,FALSE,3,FALSE,,,,
30 Rock,Devon Banks,2007,2013,7,9,138,FALSE,1,TRUE,,,,
30 Rock,Jonathan,2006,2013,8,63,138,FALSE,1,TRUE,,,,
30 Rock,J.D. Lutz,2006,2013,8,77,138,FALSE,1,TRUE,,,,
A Place To Call Home,Harry Polson,2013,2016,4,13,45,FALSE,11,TRUE,,,,
A Place To Call Home,Henry Fox,2015,2016,2,18,45,FALSE,11,TRUE,,,,
A Place To Call Home,James Bligh,2013,2016,4,45,45,FALSE,11,TRUE,,,,
After Henry,Russell Bryant,1988,1992,5,38,38,FALSE,8,TRUE,,,,
Agents Of S.H.I.E.L.D,Victoria Hand,2014,2014,1,4,74,TRUE,4,FALSE,,,,
Agents of S.H.I.E.L.D.,"Jose ""Joey"" Gutierrez",2015,2016,2,6,74,FALSE,4,TRUE,,,,
Agony,Michael Rob,1979,1981,3,15,20,FALSE,3,TRUE,,,,
Agony Again,Michael,1995,1995,1,6,7,FALSE,10,TRUE,,,,
All About George,Russel,2005,2005,1,6,6,FALSE,11,TRUE,,,,
All In The Family,Beverly La Salle,1975,1977,3,3,208,TRUE,12,TRUE,,,,
All My Children,Maggie Stone,2002,2007,6,61,1071,FALSE,2,FALSE,,,,
All My Children,Lena Kundera,2003,2004,2,22,1071,FALSE,4,FALSE,,,,
All My Children,Zoe Luper,2006,2007,2,59,1071,FALSE,4,FALSE,,,,
All My Children,Reese Williams,2008,2009,2,82,1071,FALSE,4,FALSE,,,,
All My Children,Marissa Tasker,2007,2007,1,22,1071,FALSE,7,FALSE,,,,
All My Children,Kevin Sheffield,1995,1998,4,32,1071,FALSE,7,TRUE,,,,
All My Children,Marissa Chandler,2009,2010,2,222,1071,FALSE,9,FALSE,,,,
All My Children,Bianca Montgomery,2000,2010,11,227,1071,FALSE,9,FALSE,,"
",,
All My Children,Michael Delaney,1995,1997,3,16,1071,FALSE,12,TRUE,,,,
All Saints,Charlotte Beaumont,2002,2009,8,221,492,FALSE,10,FALSE,,,,
Allegiance,Michelle Prado,2015,2015,1,8,13,FALSE,4,FALSE,,,,
Alles was zählt,Deniz Öztürk,2007,2014,8,126,565,TRUE,3,TRUE,,,,
Alles was zählt,Joscha Degen,2013,2014,2,16,565,TRUE,5,TRUE,,,,
Alles was zählt,Roman Wild,2006,2011,6,111,565,TRUE,7,TRUE,,,,
Amar es Para Siempre,Ana Rivas,2008,2012,5,424,1657,TRUE,3,FALSE,,,,
Amar es Para Siempre,Teresa García Guerrero,2008,2012,5,443,1657,TRUE,3,FALSE,,,,
American Crime,Eric Tanner,2016,2016,1,10,21,FALSE,3,TRUE,,,,
American Crime,Taylor Blaine,2016,2016,2,10,21,FALSE,3,TRUE,,,,
American Gothic,Naomi Flynn,2016,2016,1,9,13,FALSE,9,FALSE,,,,
American Gothic,Alison Hawthorne-Price,2016,2016,1,13,13,FALSE,9,FALSE,,,,
American Horror Story,Ramona Royale,2015,2016,1,7,12,FALSE,1,FALSE,,,,
American Horror Story,Will Drake,2015,2016,1,9,12,TRUE,1,TRUE,,,,
American Horror Story,Elizabeth March,2015,2016,1,12,12,TRUE,1,FALSE,,,,
American Horror Story,Wendy,2012,2012,1,5,13,TRUE,1,FALSE,,,,
American Horror Story,Dell Toledo,2014,2015,1,9,13,TRUE,1,TRUE,,,,
American Horror Story,Lana Winters,2013,2013,1,13,13,FALSE,1,FALSE,,,,
American Horror Story,Madison Montgomery,2013,2013,1,13,13,FALSE,1,FALSE,,,,
American Horror Story,Stanley,2014,2015,1,13,13,TRUE,1,TRUE,,,,
American Horror Story,Natacha Rambova,2015,2015,1,3,12,TRUE,12,FALSE,,,,
American Horror Story,Chad Warwick,2011,2011,1,4,12,TRUE,12,TRUE,,,,
American Housewife,Angela,2016,2016,2,9,9,FALSE,3,FALSE,,,,
Angels In America,Roy Cohn,2003,2003,1,5,5,TRUE,12,TRUE,,,,
Angels In America,Joe Pitt,2003,2003,1,5,5,FALSE,12,TRUE,,,,
Angels In America,Louis Ironson,2003,2003,1,5,5,FALSE,12,TRUE,,,,
Angels In America,Prior Walter,2003,2003,1,5,5,FALSE,12,TRUE,,,,
Anger Management,Patrick,2012,2014,3,100,100,FALSE,12,TRUE,,,,
Animal Kingdom,Adrian,2016,2016,1,4,10,FALSE,7,TRUE,,,,
Animal Kingdom,"Janine ""Smurf"" Cody",2016,2016,1,10,10,FALSE,8,FALSE,,,,
Animal Kingdom,Deran Cody,2016,2016,1,10,10,FALSE,8,TRUE,,,,
Another Period,Albert,2015,2016,2,11,21,FALSE,8,TRUE,,,,
Another Period,John Goldberg,2015,2016,2,11,21,FALSE,8,TRUE,,,,
Another Period,Victor,2015,2016,2,12,21,FALSE,8,TRUE,,,,
Antes muerta que Lichita,Alejandro de Toledo y Mondragón Casablanca,2015,2016,2,103,132,FALSE,2,TRUE,,,,
Aquarius,Ken Karn,2015,2016,2,22,26,FALSE,9,TRUE,,,,
Aquarius,Charles Manson,2015,2016,2,26,26,FALSE,9,TRUE,,,,
Aquí no hay quien viva,Abel,2005,2005,1,7,90,FALSE,4,TRUE,,,,
Aquí no hay quien viva,Rosa Izquierdo,2004,2005,2,10,90,FALSE,4,FALSE,,,,
Aquí no hay quien viva,Diego Ãlvarez,2004,2005,2,21,90,FALSE,6,TRUE,,,,
Aquí no hay quien viva,Fernando Navarro,2003,2006,4,59,90,FALSE,6,TRUE,,,,
Aquí no hay quien viva,Ana,2005,2006,2,31,90,FALSE,7,FALSE,,,,
Aquí no hay quien viva,Bea Villarejo,2004,2006,3,70,90,FALSE,7,FALSE,,,,
Aquí no hay quien viva,Mauri Hidalgo,2003,2006,4,90,90,FALSE,7,TRUE,,,,
Archie Bunker's Place,Fred,1979,1980,2,5,97,FALSE,2,TRUE,,,,
Are You Being Served?,Mr. Humphries,1972,1985,14,69,69,FALSE,4,TRUE,,,,
Arrested Development,Tony Wonder,2005,2013,9,5,68,FALSE,5,TRUE,,,,
Arrested Development,Barry Zuckercorn,2003,2013,11,26,68,FALSE,5,TRUE,,,,
Arrested Development,Gob Bluth,2003,2013,11,68,68,FALSE,5,TRUE,,,,
Arrow,Nyssa al Ghul,2014,2016,3,15,101,FALSE,4,FALSE,,,,
Arrow,Sara Lance,2013,2015,3,22,101,TRUE,10,FALSE,,,,
Arrow,Paul Holt,2015,2016,2,5,101,FALSE,12,TRUE,,,,
Arrow,Curtis Holt,2015,2016,3,20,101,FALSE,12,TRUE,,,,
As If,Dan Parker,2001,2002,2,11,76,FALSE,3,TRUE,,,,
As If,Mark Wilde,2002,2002,1,3,76,FALSE,7,TRUE,,,,
As If,Allen Rissbrook,2004,2004,1,8,76,FALSE,7,TRUE,,,,
As If,Alex Stanton,2001,2004,4,60,76,FALSE,7,TRUE,,,,
As the World Turns,Reid Oliver,2010,2010,1,55,2985,TRUE,9,TRUE,,,,
As the World Turns,Noah Mayer,2007,2010,4,222,2985,FALSE,9,TRUE,,,,
As the World Turns,Luke Snyder,2005,2010,6,434,2985,FALSE,9,TRUE,,,,
Ascention,Samantha Kreuger,2014,2014,1,5,6,TRUE,12,FALSE,,,,
At Home With The Braithwaites,Megan Hartnoll,2001,2003,3,24,26,TRUE,3,FALSE,,,,
At Home With The Braithwaites,Virginia Braithwaite,2000,2003,4,26,26,FALSE,4,FALSE,,,,
Atlantis,Icarus,2015,2015,1,4,25,FALSE,5,TRUE,,,,
Atlantis,Pythagoras,2013,2015,3,25,25,FALSE,5,TRUE,,,,
Awkward,Ricky Schwartz,2011,2012,2,11,89,FALSE,8,TRUE,,,,
Awkward,Clark Stevenson,2011,2013,3,9,89,FALSE,10,TRUE,,,,
Awkward,Theo Abbott,2014,2015,2,21,89,FALSE,11,TRUE,,,,
Awkward,Cole Higgins,2014,2015,2,22,89,FALSE,11,TRUE,,,,
Babylon,Tony,2014,2014,1,7,7,FALSE,12,TRUE,,,,
Babylon 5,Talia WInters,1994,1995,2,44,110,TRUE,7,FALSE,,,,
Babylon 5,Susan Ivanova,1994,1998,5,88,110,FALSE,11,FALSE,,,,
Backstrom,Gregory Valentine,2015,2015,1,13,13,FALSE,4,TRUE,,,,
Bad Education,Rosie Gulliver,2012,2014,3,19,19,FALSE,10,FALSE,,,,
Bad Girls,Shell Dockley,1999,2005,7,36,96,FALSE,5,FALSE,,,,
Bad Girls,Al McKenzie,2001,2004,4,42,96,TRUE,5,FALSE,,,,
Bad Girls,Shaz Wylie,2000,2002,3,33,96,TRUE,6,FALSE,,,,
Bad Girls,Lorna Rose,1999,1999,1,7,96,FALSE,7,FALSE,,,,
Bad Girls,Sheena Williams,2008,2008,1,8,96,FALSE,7,FALSE,,,,
Bad Girls,Cassie Tyler,2002,2002,1,13,96,FALSE,7,FALSE,,,,
Bad Girls,Roisin Connor,2002,2002,1,13,96,FALSE,7,FALSE,,,,
Bad Girls,Arun Parmar,2005,2005,1,13,96,FALSE,7,FALSE,,,,
Bad Girls,Nikki Wade,1999,2001,3,33,96,FALSE,7,FALSE,,,,
Bad Girls,Helen Stewart,1999,2005,7,33,96,FALSE,7,FALSE,,,,
Bad Girls,Neil Grayling,2002,2006,5,52,96,FALSE,7,TRUE,,,,
Bad Girls,Selena Geeson,2003,2004,2,14,96,FALSE,8,FALSE,,,,
Bad Girls,Kris Yates,2003,2005,3,16,96,FALSE,8,FALSE,,,,
Bad Girls,Natalie Buxton,2004,2006,3,30,96,TRUE,8,FALSE,,,,
Bad Girls,Denny Blood,1999,2003,5,59,96,FALSE,8,FALSE,,,,
Bad Girls,Mandy Goodhue,2006,2006,1,11,96,FALSE,9,FALSE,,,,
Bad Girls,Pat Kerrigan,2005,2006,2,19,96,FALSE,9,FALSE,,,,
Banana,Sian Moore,2015,2015,1,2,6,FALSE,2,FALSE,,,,
Banana,Violet,2015,2015,1,2,6,FALSE,2,FALSE,,,,
Banana,Vivienne Scott,2015,2015,1,3,6,FALSE,2,FALSE,,,,
Banana,Vanessa Moore,2015,2015,1,3,6,FALSE,3,FALSE,,,,
Banana,Freddie Baxter,2015,2015,1,4,6,FALSE,3,TRUE,,,,
Banana,Henry Best,2015,2015,1,4,6,FALSE,3,TRUE,,,,
Banana,Dean Monroe,2015,2015,1,6,6,FALSE,3,TRUE,,,,
Band Of Gold,Naomi “Tracy” Richards,1995,1996,2,12,18,TRUE,4,FALSE,,,,
Banshee,Job,2013,2016,4,38,38,FALSE,5,TRUE,,,,
Barney Miller,Officer Zatelli,1978,1981,4,5,171,FALSE,1,TRUE,,,,
Barney Miller,Darryl Driscoll ,1975,1982,8,6,171,FALSE,5,TRUE,,,,
Barney Miller,Marty Morrison,1975,1982,8,8,171,FALSE,5,TRUE,,,,
Barracuda,Danny Kelly,2016,2016,1,4,4,FALSE,7,TRUE,,,,
Barracuda,Demet,2016,2016,1,4,4,FALSE,7,FALSE,,,,
Barracuda,Martin Taylor,2016,2016,1,4,4,FALSE,7,TRUE,,,,
Battlestar Galactica,Helena Cain,2005,2006,1,3,73,TRUE,1,FALSE,,,,
Battlestar Galactica,D'Anna Biers,2005,2009,5,16,73,TRUE,1,FALSE,,,,
Battlestar Galactica,Felix Gaeta,2004,2009,6,59,73,TRUE,1,TRUE,,,,
Battlestar Galactica,Number Six,2005,2006,2,33,73,TRUE,3,FALSE,,,,
Beaver Falls,Mac,2012,2012,1,6,12,FALSE,9,TRUE,,,,
Bedlam,Ryan,2011,2011,1,6,12,FALSE,3,TRUE,,,,
Beggars and Choosers,Malcolm Laffley,1999,2001,3,39,42,FALSE,2,TRUE,,,,
Being Erica,Cassidy Holland,2009,2010,2,3,54,FALSE,10,FALSE,,,,
Being Erica,Naadiah,2009,2011,3,13,54,FALSE,12,FALSE,,,,
Being Erica,Dave,2009,2011,3,23,54,FALSE,12,TRUE,,,,
Being Erica,Ivan,2010,2011,2,27,54,FALSE,12,TRUE,,,,
Being Human (US),Emily Levison,2011,2014,4,11,52,FALSE,3,FALSE,,,,
Benidorm,Troy,2007,2016,10,29,56,FALSE,2,TRUE,,,,
Benidorm,Kenneth du Beke,2011,2016,7,33,56,FALSE,2,TRUE,,,,
Benidorm,Donald Stewart,2007,2014,8,42,56,FALSE,2,TRUE,,,,
Benidorm,Jacqueline Stewart,2007,2016,10,56,56,FALSE,2,FALSE,,,,
Benidorm,Mateo Castellano,2007,2016,11,56,56,FALSE,2,TRUE,,,,
Benidorm,Gavin Ramsbottom,2007,2012,6,34,56,FALSE,4,TRUE,,,,
Berlin Station,Hans Richter,2016,2016,1,9,10,FALSE,12,TRUE,,,,
Berlin Station,Hector DeJean,2016,2016,1,10,10,FALSE,12,TRUE,,,,
Betrayal,Valerie McAllister,2013,2014,1,13,13,FALSE,1,FALSE,,,,
Betrayal,Jules Whitman,2013,2013,1,4,13,FALSE,12,FALSE,,,,
Beverly Hills 90210,Jimmy Gold,1996,1996,1,3,292,TRUE,9,TRUE,,,,
Big Love,Dale Tomasson,2010,2010,1,5,53,TRUE,2,TRUE,,,,
Big Love,Alby Grant,2006,2011,6,49,53,FALSE,3,TRUE,,,,
Billions,Tara Mohr,2016,2016,1,3,12,FALSE,2,FALSE,,,,
Billions,Donnie Caan,2016,2016,1,8,12,FALSE,3,TRUE,,,,
Black Mirror,Kelly,2016,2016,1,1,3,TRUE,10,FALSE,,,,
Black Mirror,Yorkie,2016,2016,1,1,3,TRUE,10,FALSE,,,,
Black Sails,Thomas Hamilton,2015,2015,1,5,28,TRUE,2,TRUE,,,,
Black Sails,Anne Bonny,2014,2016,4,27,28,FALSE,3,FALSE,,,,
Black Sails,Eleanor Guthrie,2014,2016,4,27,28,FALSE,3,FALSE,,,,
Black Sails,Max,2014,2016,4,27,28,FALSE,3,FALSE,,,,
Black Sails,Captain James Flint,2014,2016,4,28,28,FALSE,3,TRUE,,,,
Blindspot,Alexandra,2016,2016,1,4,32,FALSE,5,FALSE,,,,
Blindspot,Sophia Varma,2015,2016,1,5,32,TRUE,5,FALSE,,,,
Blindspot,Bethany Mayfair,2015,2016,2,23,32,TRUE,5,FALSE,,,,
Blindspot,Rich Dotcom,2015,2016,2,3,32,FALSE,10,TRUE,,,,
Blue Mountain State,Denise Roy,2010,2010,1,13,39,FALSE,3,FALSE,,,,
Blue Mountain State,Mary Jo Cacciatore,2010,2011,2,15,39,FALSE,10,FALSE,,,,
Boardwalk Empire,Mary Dittrich,2010,2010,1,5,57,FALSE,11,FALSE,,,,
Boardwalk Empire,Angela Darmody,2010,2011,2,24,57,TRUE,12,FALSE,,,,
Bomb Girls,Teresa,2013,2013,1,4,18,FALSE,4,FALSE,,,,
Bomb Girls,Betty McRae,2012,2013,2,18,18,FALSE,4,FALSE,,,,
Bones,Roxie Lyon,2008,2009,2,3,233,FALSE,3,FALSE,,,,
Bones,Angela Montenegro,2005,2016,14,233,233,FALSE,7,FALSE,,,,
Borgia,Francesco Alidosi,2013,2014,2,11,38,FALSE,9,TRUE,,,,
Borgia,Francesc Gastet,2011,2014,4,32,38,FALSE,9,TRUE,,,,
Borgia,Guiliano della Rovere,2011,2014,4,30,38,FALSE,10,TRUE,,,,
Boy Meets Girl,Charlie,2016,2016,1,5,12,FALSE,8,TRUE,,,,
Boy Meets Girl,Judy,2015,2016,2,12,12,FALSE,8,FALSE,,,,
Breaking Bad,Gustavo Fring,2009,2011,3,29,62,TRUE,10,TRUE,,,,
Brideshead Revisited,Sebastian Flyte,1981,1981,1,6,11,FALSE,11,TRUE,,,,
Brideshead Revisited,Charles Ryder,1981,1981,1,11,11,FALSE,12,TRUE,,,,
Britannia High,Jez Tyler,2008,2008,1,11,11,FALSE,12,TRUE,,,,
Broad City,Jamie Castro,2014,2016,3,18,30,FALSE,4,TRUE,,,,
Broad City,Ilana Wexler,2014,2016,3,30,30,FALSE,4,FALSE,,,,
Broadchurch,Jocelyn Knight,2015,2015,1,8,16,FALSE,2,FALSE,,,,
Broadchurch,Maggie Radcliffe,2013,2015,4,16,16,FALSE,2,FALSE,,,,
Bron/Broen,Beate,2013,2013,1,4,31,TRUE,10,FALSE,,,,
Brooklyn Nine-Nine,Kevin Cozner,2014,2016,3,8,78,FALSE,11,TRUE,,,,
Brooklyn Nine-Nine,Captain Ray Holt,2013,2016,4,78,78,FALSE,12,TRUE,,,,
Brookside,Gordon Collins,1982,1988,7,98,419,FALSE,2,TRUE,,,,
Brookside,Beth Jordache,1993,1995,3,15,419,TRUE,7,FALSE,,,,
Brookside,Shelly Bower,1999,2000,2,3,419,FALSE,10,FALSE,,,,
Brookside,Margaret Clemence,1990,1993,4,35,419,FALSE,11,FALSE,,,,
Brookside,Lindsey Corkhill,1991,2003,13,104,419,FALSE,11,FALSE,,,,
Brothers & Sisters,Jason McCallister,2007,2008,2,5,110,FALSE,2,TRUE,,,,
Brothers & Sisters,Chad Barry,2007,2009,3,8,110,FALSE,4,TRUE,,,,
Brothers & Sisters,Scotty Wandell,2006,2011,6,89,110,FALSE,5,TRUE,,,,
Brothers & Sisters,Kevin Walker,2006,2011,6,109,110,FALSE,5,TRUE,,,,
Brothers & Sisters,Saul Holden,2006,2011,6,110,110,FALSE,5,TRUE,,,,
Buffy The Vampire Slayer,Kennedy,2002,2003,2,13,145,FALSE,5,FALSE,,,,
Buffy The Vampire Slayer,Andrew Wells,2000,2003,4,27,145,FALSE,5,TRUE,,,,
Buffy The Vampire Slayer,Tara Maclay,1999,2002,4,47,145,TRUE,5,FALSE,,,,
Buffy The Vampire Slayer,Willow Rosenberg,1997,2003,7,144,145,FALSE,5,FALSE,,,,
Buffy The Vampire Slayer,Larry Blaisedell,1997,1999,3,6,145,TRUE,9,TRUE,,,,
Buffy The Vampire Slayer,Scott Hope,1998,1998,1,3,145,FALSE,11,TRUE,,,,
Bull,Chunk Palmer,2016,2016,1,9,9,FALSE,12,TRUE,,,,
Buscando el norte,Adela,2016,2016,1,8,8,FALSE,4,FALSE,,,,
Buscando el norte,Carol,2016,2016,1,8,8,FALSE,4,FALSE,,,,
Call the Midwife,Delia Busby,2015,2016,2,13,43,FALSE,12,FALSE,,,,
Call the Midwife,"Patience ""Patsy"" Mount",2013,2016,4,24,43,FALSE,12,FALSE,,,,
Camp,Raffi,2013,2013,1,10,10,FALSE,9,TRUE,,,,
Camp,Todd,2013,2013,1,10,10,FALSE,9,TRUE,,,,
Caprica,Larry,2010,2011,2,4,18,FALSE,1,TRUE,,,,
Caprica,Sam Adama,2009,2011,3,13,18,FALSE,1,TRUE,,,,
Caprica,Clarice Willow,2009,2010,2,17,18,FALSE,1,FALSE,,,,
Cardiac Arrest,James Mortimer,1994,1996,3,27,27,FALSE,6,TRUE,,,,
Carnivale,Libby Dreifuss,2003,2005,3,24,24,FALSE,3,FALSE,,,,
Carnivale,Sofie,2003,2005,3,24,24,FALSE,3,FALSE,,,,
Carnivale,Gecko,2003,2003,1,12,24,FALSE,11,TRUE,,,,
Cashmere Mafia,Alicia Lawson,2008,2008,1,6,7,FALSE,2,FALSE,,,,
Cashmere Mafia,Caitlin Dowd,2008,2008,1,7,7,FALSE,2,FALSE,,,,
Casualty,Kathleen Dixon,1996,2016,21,401,712,FALSE,1,FALSE,,,,
Casualty,Tony Vincent,2001,2003,3,62,712,FALSE,6,TRUE,,,,
Casualty,Nina Farr,2004,2006,3,96,712,FALSE,8,FALSE,,,,
Casualty,Toby De Silva,2007,2009,3,61,712,FALSE,9,TRUE,,,,
Casualty,Ken Hodges,1993,1993,1,7,712,FALSE,10,TRUE,,,,
Casualty,Adam Osman,1992,2000,9,50,712,FALSE,10,TRUE,,,,
Casualty,Jamie Collier,2001,2014,14,50,712,FALSE,10,TRUE,,,,
Casualty,Sam Colloby,1996,1999,4,77,712,FALSE,10,TRUE,,,,
Casualty,Karen O'Malley,1987,1987,1,8,712,TRUE,11,FALSE,,,,
Casualty,Jez Andrews,2016,2016,1,32,712,FALSE,12,TRUE,,,,
CBS Schoolbreak Special,Todd Bowers,1987,1987,1,1,3,FALSE,3,TRUE,,,,
